title,price,link,imgurl
Acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"₹25,449",/acer-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itmad330140f9ea7?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD4QVRFMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGFHMJFHEDTDD4.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/a/-original-imagg9h24c6w9aaa.jpeg?q=70
DELL Inspiron 3000 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Lap...,"₹36,990",/dell-inspiron-3000-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm76774b4cbd99a?pid=COMGH3FH8VRWGEBP&lid=LSTCOMGH3FH8VRWGEBPODBSNZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGH3FH8VRWGEBP.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
Infinix X2 Slim Series Core i5 11th Gen 1155G7 - (16 GB/1 TB SSD/Windows 11 Home) XL23 Thin and Light ...,"₹37,990",/infinix-x2-slim-series-core-i5-11th-gen-1155g7-16-gb-1-tb-ssd-windows-11-home-xl23-thin-light-laptop/p/itm54f9ea7e5f400?pid=COMGSUYDZTKV4TEY&lid=LSTCOMGSUYDZTKV4TEYWKFK0T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGSUYDZTKV4TEY.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/h/inbook-thin-and-light-laptop-infinix-original-imagpyjexehgq3kg.jpeg?q=70
HP (2023) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light...,"₹41,990",/hp-2023-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6M1AFYO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGZVGHE9QU8C6M.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/m/u/-original-imaguefzxjsqxgga.jpeg?q=70
ASUS Vivobook 15 Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ741WS Thin an...,"₹49,990",/asus-vivobook-15-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-m1502qa-ej741ws-thin-light-laptop/p/itmbc825d8a33486?pid=COMGZKHQMRTUJH3J&lid=LSTCOMGZKHQMRTUJH3JRMYCKU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=en_xYIgzLPSxcKGLmI85UNbrdBOzYozum6G2p9W2QeFuMqjpJ9W5pFErqLh_-Om7RvtYsAnpQi6oNDMBdrrHp7Ytg%3D%3D&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/o/s/-original-imagtvq875zegz7z.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin and Li...,"₹31,990",/asus-vivobook-15-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x515ea-ej312w-thin-light-laptop/p/itm7aa1836156b37?pid=COMG9WH98ZNYXWYH&lid=LSTCOMG9WH98ZNYXWYHARCWA8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=en_xYIgzLPSxcKGLmI85UNbrdBOzYozum6G2p9W2QeFuMrA7ICWwb9BapzkMRI7xPCsWjC9sve0epE5-bGZFR1ONA%3D%3D&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/e/f/-original-imagrgprbhchwgve.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹16,990",/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itma0138b6b58eab?pid=COMGH2NKUSYTW4HN&lid=LSTCOMGH2NKUSYTW4HN4SJNGE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGH2NKUSYTW4HN.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/a/-original-imagttg9tykbzg3u.jpeg?q=70
ASUS Vivobook 16X Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB712WS Notebo...,"₹55,990",/asus-vivobook-16x-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-m1603qa-mb712ws-notebook/p/itm9396dfb9ccc0a?pid=COMGGHMEP2NFGUMH&lid=LSTCOMGGHMEP2NFGUMHISEO26&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=7d5e40d4-7674-4af4-bf50-b5525c01ac4d.COMGGHMEP2NFGUMH.SEARCH&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/n/i/m1603qa-mb712ws-notebook-asus-original-imagghmes5azfudv.jpeg?q=70
MSI GF63 Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹52,990",/msi-gf63-core-i5-11th-gen-11260h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-thin-11sc-1494in-gaming-laptop/p/itm99c03c748e149?pid=COMGRDC8SWJGGTZC&lid=LSTCOMGRDC8SWJGGTZCDYO4OJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_71&otracker=search&fm=organic&iid=en_xYIgzLPSxcKGLmI85UNbrdBOzYozum6G2p9W2QeFuMrOF8tRRNGiNiri0SXY9PoHsMeDb7HXzJbfyBh0hCgjfQ%3D%3D&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/r/k/-original-imagsz5x5x3vkt8c.jpeg?q=70
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS...,"₹33,990",/asus-vivobook-go-15-2023-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=en_xYIgzLPSxcKGLmI85UNbrdBOzYozum6G2p9W2QeFuMpv6r4QXBrF96HB_xFYPb9j1nmobE9D2ibnVr2N6GhZDw%3D%3D&ppt=None&ppn=None&ssid=wn9od55ky80000001701074244668&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70
,,,
ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and L...,"₹31,990",/asus-vivobook-15-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej311w-thin-light-laptop/p/itmcc87b88b4d7bf?pid=COMGS7M36HZBHH5R&lid=LSTCOMGS7M36HZBHH5RNHNWTN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGS7M36HZBHH5R.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
Lenovo IdeaPad 3 Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,"₹34,640",/lenovo-ideapad-3-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itme37bd041815ce?pid=COMGSYYSJQ9VGT6C&lid=LSTCOMGSYYSJQ9VGT6CK2PDRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGSYYSJQ9VGT6C.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/f/v/-original-imaguyhzwj4tqwqu.jpeg?q=70
HP G9 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/DOS) 841W6PA Thin and Light Laptop,"₹25,999",/hp-g9-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-dos-841w6pa-thin-light-laptop/p/itmc68ebbfeea14b?pid=COMGSYYSWMSN2N2Z&lid=LSTCOMGSYYSWMSN2N2ZZSINJD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGSYYSWMSN2N2Z.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/f/8/255-g8-notebook-hp-original-imagq6emcferpkfx.jpeg?q=70
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...","₹49,990",/asus-vivobook-pro-15-creator-ryzen-5-hexa-core-5600hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-m6500qf-hn521w-gaming-laptop/p/itm41dd2c89b1e2d?pid=COMGR5QE3STYRTX4&lid=LSTCOMGR5QE3STYRTX4IWS4LO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGR5QE3STYRTX4.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/k/k/-original-imagqkqnb2fpbhyb.jpeg?q=70
MSI Vector GP78 Core i9 13th Gen 13980HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeFor...,"₹3,59,990",/msi-vector-gp78-core-i9-13th-gen-13980hx-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-4090-240-hz-gp78hx-13vi-409in-gaming-laptop/p/itmb4b16e2f8f018?pid=COMGRDC8SESHF9SR&lid=LSTCOMGRDC8SESHF9SRFILJSP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5OABrSxF0IligvkpZBK3jUMmTcRdMIkxmgsoWl_r2RjfA%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/c/m/vector-gp78hx-13vi-409in-gaming-laptop-msi-original-imagrwhvrhv3fguf.jpeg?q=70
ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and L...,"₹38,990",/asus-vivobook-15-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itmbfbbf7747aa01?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5N6bEoQmr8v7mnRvUgYfrVKMKBnjElGOh5j_xhzHRB5Sw%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/l/t/-original-imagtucmkuwggepy.jpeg?q=70
HP (2023) Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Lig...,"₹52,999",/hp-2023-intel-core-i5-11th-gen-1155g7-16-gb-512-gb-ssd-windows-11-home-15s-fr4001tu-thin-light-laptop/p/itmbb64b6f1667d5?pid=COMGZNSB6GCJVUPX&lid=LSTCOMGZNSB6GCJVUPX7MUWHR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGZNSB6GCJVUPX.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/b/h/-original-imagp7pfa6tscqpx.jpeg?q=70
ASUS Vivobook 15 Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ741WS Thin an...,"₹49,990",/asus-vivobook-15-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-11-home-m1502qa-ej741ws-thin-light-laptop/p/itmbc825d8a33486?pid=COMGZKHQMRTUJH3J&lid=LSTCOMGZKHQMRTUJH3JRMYCKU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGZKHQMRTUJH3J.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/o/s/-original-imagtvq875zegz7z.jpeg?q=70
MSI Vector GP68 Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,"₹2,99,990",/msi-vector-gp68-core-i9-13th-gen-13980hx-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-4080-240-hz-gp68hx-13vh-072in-gaming-laptop/p/itm823d29c32bf39?pid=COMGRDC8BTHZWHWV&lid=LSTCOMGRDC8BTHZWHWV8TMSRU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5PEzA2eRKoDfbLnPVna53FWpaccB4Xbugy-ARjiRZw6eg%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/4/j/vector-gp68-hx-13vg-214in-laptop-msi-original-imagrgwdgxy4ggug.jpeg?q=70
MSI Stealth 16 Studio Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹2,49,990",/msi-stealth-16-studio-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-a13vg-030in-gaming-laptop/p/itm245bf0891225e?pid=COMGR5S3Q4ZW9HBH&lid=LSTCOMGR5S3Q4ZW9HBHDUMYZP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5NtSU_8UPKNazncIPnSvV2-sdZGfFBw7PbZ7dhvMqCkbA%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/g/stealth-16-studio-a13vg-030in-laptop-msi-original-imagrgwb8hjdyyhx.jpeg?q=70
MSI Modern 14 Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN Thin an...,"₹67,990",/msi-modern-14-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-c12m-671in-thin-light-laptop/p/itmf73a534e411f6?pid=COMGPXFYGNH5MJZW&lid=LSTCOMGPXFYGNH5MJZWEV9H9T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGPXFYGNH5MJZW.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/4/l/-original-imagvyw9gdshzsqq.jpeg?q=70
DELL Inspiron 15 3520 Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Lapt...,"₹59,870",/dell-inspiron-15-3520-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQKTQQCM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGTEGW6HF5GJGQ.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/g/9/inspiron-3520-laptop-dell-original-imagtegwwhwk9ghn.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,"₹14,990",/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmfd3a315fce1d5?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGH2NKYVZCVXAW.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/a/-original-imagttg9tykbzg3u.jpeg?q=70
CHUWI Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"₹23,990",/chuwi-core-i3-10th-gen-1005g1-8-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm60983f1093f2d?pid=COMGQHRQZSPVRDZE&lid=LSTCOMGQHRQZSPVRDZEQTPAAX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGQHRQZSPVRDZE.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home)...,"₹69,990",/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itm93afec5862d72?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5PEoGrO_SJ0Yp51YHgZhUTRTsxV4GrE85oIK7SmF27FhQ%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/h/z/-original-imagqdrxngpdcjzh.jpeg?q=70
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows...","₹87,990",/asus-vivobook-16x-2023-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-60-hz-k3605zc-mbn751ws-gaming-laptop/p/itme96e5ed7d82de?pid=COMGPNG44NGSUNW6&lid=LSTCOMGPNG44NGSUNW6257O6J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5OjMjRxsLJg_avf9BzLncmt5UyDKrCH6X7yYYV2qZ7W1w%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/-original-imagsz6yn8qzwvsn.jpeg?q=70
HP 255 G9 841W6pa Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 6E3Z0PA Laptop,"₹25,999",/hp-255-g9-841w6pa-ryzen-3-dual-core-8-gb-512-gb-ssd-dos-6e3z0pa-laptop/p/itm4beacda3f5a12?pid=COMGRDEXFPKNER34&lid=LSTCOMGRDEXFPKNER346OYYKV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGRDEXFPKNER34.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/e/i/255-g8-laptop-hp-original-imagrfr3trshn7eg.jpeg?q=70
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windo...","₹68,990",/asus-vivobook-16x-2023-creator-intel-h-series-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-50-w-k3605zc-mb542ws-gaming-laptop/p/itmd26d5ecb5acf7?pid=COMGZMKF3UAXVYU9&lid=LSTCOMGZMKF3UAXVYU95OCT6X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMGZMKF3UAXVYU9.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/v/-original-imagpeaghmeee2wy.jpeg?q=70
ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS T...,"₹57,990",/asus-zenbook-14x-oled-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-um5401qa-km541ws-thin-light-laptop/p/itm05033c9b1d455?pid=COMGZKHQHERZG2RP&lid=LSTCOMGZKHQHERZG2RPU37D6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_91&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5Nm7Tp6DRxxztl2wM4eL9bUUnvgDmIlNOp2NQhtK26EbQ%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/u/-original-imagqdrxypn25zdt.jpeg?q=70
MSI Stealth 16 Studio Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹2,19,990",/msi-stealth-16-studio-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-a13vf-023in-gaming-laptop/p/itm658eded415e2c?pid=COMGMV6VYXUTXXBD&lid=LSTCOMGMV6VYXUTXXBDTK1RFN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_92&otracker=search&fm=organic&iid=en_5hYiNOO3Y2lkspyIHJ2sffgYLNlppKCuiHdAWXwBw5MgfLqJX6Iar6DRws1GOU9_pAiSGqi6x3Gx20531BJoeA%3D%3D&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/p/3/stealth-16-studio-a13vf-023in-gaming-laptop-msi-original-imagnjyw4havgjgz.jpeg?q=70
DELL Inspiron Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Ligh...,"₹53,890",/dell-inspiron-core-i5-11th-gen-1135g7-16-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm59a067b722f53?pid=COMG9QVUUFXRGJGZ&lid=LSTCOMG9QVUUFXRGJGZMVPEPO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=e3ce38fb-dc7d-436e-a07d-b263aef37756.COMG9QVUUFXRGJGZ.SEARCH&ppt=None&ppn=None&ssid=rhaolbgv9s0000001701074246623&qH=c06ea84a1e3dc3c6,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
